neutral		Give your all to me I'll give my all… ♫ All of Me by @johnlegend (w/ Victor at Bank Indonesia Pematang Siantar) — https://t.co/A9lSYVJu4G
positive 	RTKPK_RI: Public participation is needed in combating and prevention korupsi.Untuk Indonesia who clean of corruption! http: //t.c...
neutral 	RTndorokakung: TV Indonesia take a picture without feeling? Is it true? http://t.co/cZA8VrrG11
neutral 	RT @thereaIbanksy: Two boys on their way to school passing a group of peers on their way to work in Indonesia. http://t.co/iMe50nam4A
positive	100% Handmade 100% GenuineSepatu_LokalID present in the midst of you because we love Indonesia. Love local brand :)
neutral 	"@Cli_fairy: Kalimati, Semeru, Indonesia 👣 #cewekpetualang #wisatagunung # #Id_pendaki #instagunung #holidays… https://t.co/6jZEaAYV9D"
neutral 	Good morning Indonesian youth !! #QuotesOfTheDay #MediaMuda Http://t.co/7cT4z5Wmzi
positive 	"RTbintangcomID: Before moving a break tonight, TeamSCTV_ & amp; Players #Elif take pictures! Good evening Indonesia! # MenujuSCTV25 http: // t ..."
positive 	"RT @ news24hidn: Wow, Indonesia achieved Olympic gold medal Geography: Indonesia gained one gold and two bronze medals at ... http: //t...."
positive 	RT @MetalBulletinZn: death metal from Indonesia Demented Heart listen https://t.co/0diRDDNhRz https://t.co/mXq6kiqNGJ @DEMENTED_HEART ht…
positive 	RTKPK_RI: Public participation is needed in combating and prevention korupsi.Untuk Indonesia who clean of corruption! http: //t.c...
neutral 	"RT @iqbaale: LIVE on #Periscope: Pondok Kopi ku, Indonesia ku https://t.co/spXwaxTv5L"
positive 	"RTWOWFAKTA: Indonesia is one of the best black tea producers in the world, taken from Kayu Aro Tea Plantation, Jambi."
positive 	Heritage Skin ointment jars made from traditional ingredients with ingredients native plants Indonesia options ... http://t.co/FoPrpOGhfN
positive 	RT @OfficialMRK48: French Kiss no Kisu Tabi 2. Yukirin (@Yukiriiiin__K) Solo trip to Bali (Indonesia) last nigt. Lucky boy~ 😢 #Takameru htt…
positive 	RT @kpopers_family: Happy Birthday to Super Junior Yesung! Be healthy always oppa! Love from Indonesia😆❤️🎂🎉 @shfly3424
neutral 	10 unique lake in Indonesia http://t.co/NPx6lo8O4X #Travel #Wisata #Danau #Destinasi #Liburan
neutral 	"The roadshow continues! #TouringMusicTech #Jakarta @ Jakarta, Indonesia https://t.co/uIBOsMTpJo"
positive 	"RT @nytimestravel: From Papua to Bali, Indonesia offers beauty, intimacy &amp; great deals. The @frugaltraveler: http://t.co/cGV79FtVfj http://… 74 negative RTSantaiDanSampah: Coming soon, the people of Malaysia will take beribu2 RM to the market just to buy vegetables. Malaysia and Indonesia are brothers ..."
positive	Thanks to Andhika P. for the great 3.5 star review on Agoda! http://t.co/OuTPN1XEte
neutral 	In Indonesia they removed the dead from the graves and ritual http://t.co/DJ0rooOHPJ #sigodevolta #GanarSeguidores
neutral 	"Open Order Watches Man Woman, send to the rest of Indonesia, Interests? BB Pin: 7DB62BB7 WA: 089605542111 http://t.co/V5RTgW34z7"
neutral 	Why Impressions News in Indonesia Tak Evocative Audience? http://t.co/mMGNfH1Cbq
positive 	promo hotel and cheap tickets in all cities Indonesia http://t.co/Z1UApRjRrQ
neutral 	"Member of Parliament, was elected as chairman of the Catholic Youth .. http://t.co/ThohuL58eK"
negative 	"Umno fight the Jews. Singapore, Thailand, Phillipines are done, Indonesia is almost done says Malaysia Umno leader https://t.co/FOwrHRZbrX"
positive 	RTbismakarisma: Excitement morning to # BismaKarismaDiPro2FM creations along with warm milk. 9 hours later Pro2 yes in Indonesia! http://t.co/Y8...
positive 	"RTSantaiDanSampah: Coming soon, the people of Malaysia will take beribu2 RM to the market just to buy vegetables. Malaysia and Indonesia are brothers ..."
neutral 	#Arogan Why Impressions News in Indonesia Audience ?: Not Evocative image capture technique jurn ... http://t.co/HPVkDi4RRi #Arogansi
neutral 	So long Papua !!See you again soon.... #TanahPapua #Sentani #Indonesia @… https://t.co/cy5fkhOkgq
positive 	"The Only Export Permit issued - Indonesia gives tin miner PT Timah green light to resume exports"" | Business Recorder http://t.co/rxLPAwXDjj"
neutral 	RT @Sayuko2: mp3 version Have you heard ‘Team Indonesia - INCLUSION (youtaitevision 2015)’ by Sayuko on #SoundCloud? #np https://t.co/fXn8w…
neutral 	KDB Daewoo Indonesia Recommend Shares SSIA http://t.co/Zg0zrGsBJo http://t.co/CIBQ5bitP6
neutral 	RTAndaTahu: world musician Carlos Santana wear Indonesian batik in the video clip titled 'Saideira'. http://t.co/tPRqldAjd8
positive 	Abbott is a Fascist !! Indonesia get billions in aid from Australia and the USA to protect USA and Australias'... http://t.co/rkWKCTK9yt
negative 	Why Impressions News in Indonesia Not Evocative Audience ?: technique of shooting a television journalist still stiff. http://t.co/fo9Ej9GWUi
negative 	Rieke Diah Pitaloka criticism Jokowi Problem Indonesian Foreign Workers: Member of Commission IX Rieke Diah Pitalo ... http://t.co/swFi07xh65
positive	"Good morning my friend, congratulations activity ya :) Boutique Recycling Project B Indonesia #projectbindonesia"
negative 	"WC in Japan clean, if WC in Indonesia definitely dirty 😄 https://t.co/SoHH6XetuX"
neutral 	Jobs Medan Regional Manager of Cang Jui Fang Indonesia (CJFI) Field http://t.co/xIjiyDLdGc
neutral 	Nikmati Promo of The Week booking hotel murah di Indonesia  diskon s.d 67% http://t.co/dQ1yyKMDys #PromoHotel #HotelMurah #Liburan #Hotel
neutral 	"sapa_indonesia ""stand at the threshold point"" #sapabalet"
neutral 	1 Din series .. Alpine Indonesia come & amp; visit eventnya up to date. 30 August 2015. Place: Indonesia ... http://t.co/6jFyNutwvV
positive 	Mnurut survey thun 2014 bps pd kaltim province is the richest populated province in Indonesia #samarindabisa
positive	"Congratulations On Launch Site Beritagar.Id, wish to Caring Indonesia Better http://t.co/cghPNlbNTM |ndorokakung"
positive 	"Happy Independence Day Indonesia!! Apa harapan kal... — murahin harga nasi padang, kemerdekaan itu pas ada or... http://t.co/7ug0GAJsTU"
negative 	RTSahabat_TeguhJo: Indonesia So the mediator Assembly APA Problem impoverishment of Palestine by Israel http://t.co/3gxdD6Zxaoteguhjo http://t.co/z...
neutral 	Surviving at the End Pointesapa_indonesia #sapajetty #sapabalet
positive 	RTvidiodotcom: Happy birthdaySCTV_ 25th! More success. May has always been a spectacle especially in Indonesia. # SCTV25
neutral 	"#buletin Not Like Ruth, Nadine Emanuella Love Behind the Screen http://t.co/nVmPB9ytrf #indonesia"
neutral 	#buletin Akankah Alexis Bledel Bergabung Dalam 'FIFTY SHADES DARKER'? http://t.co/YkgaC6opEY #indonesia
positive 	RT @ bepe20s: - & gt; Sport_Satu: Latest nicks Indonesia sweet two young players in Europe http://t.co/C5QYC73GGx http://t.co/blAazjShCs
negative 	"Remove Mandatory Indonesian, Jokowi Graded People Ignore Own http://t.co/Husua03XAr"
positive 	Happy Birthday To RCTI (Rajawali Citra Televisi Indonesia) All 26. Hopefully The Success & amp; Berjaya! |OfficialRCTI # MahardikaRCTI26
neutral 	"RTRahasiaCOWOK: Amit cool teen Indonesia? Hurry followGenReBkkbN and follow the event ""action genre We"" now! Win prizes smar ..."
positive	RT @rahayu_kharin: @pro2bdg @tvrinasional #AAmiin .... Wish you long life TV.TVRI hope we can always the best for #Indonesia #BappyBirthday…
neutral 	"Alfatih Omday,Ami dzafar,adani{} @ Taman Mini Indonesia Indah https://t.co/N6JRP7s6D4"
negative 	Rieke Diah Pitaloka criticism Jokowi Problem Indonesian Foreign Workers http://t.co/TPwBEtqo6o
neutral 	Open Kerja PT. Djarum Indonesia 2015 - Banjarmasin: Immediately register yourself by sending a con ... http://t.co/dRV3zGqiTe
neutral 	Job Bank SBI Indonesia Recent August 2015 http://t.co/wkcNEVgfiR
positive	Career Conoco Phillips - Lampung: Current ConocoPhillips Indonesia Opens New Business Opportunities & amp; Inviting P ... http://t.co/gdcC885NPW
neutral 	Why Impressions News in Indonesia Tak Evocative Audience? http://t.co/Zfq4acIY1k
negative	Rieke Diah Pitaloka criticism Jokowi Problem Indonesian Foreign Workers http://t.co/0X4EkJ9co1
neutral 	"RTdetikcom: ABU Robocon 2015 champion Vietnam, Indonesia? http://t.co/mWh2LYi2sW viadetikinet"
neutral 	"Most SMEs AFP Tahan, BRI KUR Want Distributes Rp 21 T: Bank Rakyat Indonesia (BRI) menargetka ... http://t.co/P8H2grQnGw Okezone"
negative	Semerdanta heritage: Target or PR #SDGs in Indonesia msh much as #MDGS yesterday unfinished. #KBRPAgi
negative 	#idbreakingnews Rieke Diah Pitaloka criticism Jokowi Problem Indonesian Foreign Workers: Members Kom ... http://t.co/1e7OCUOifx #tribunnews
neutral 	RT @tranceNina: #FSOE400MEX ❤️ from Indonesia! @alyandfila @FsoeRecordings #TranceFamily http://t.co/wFClbcPpbX
positive	RTbismakarisma: Excitement morning to # BismaKarismaDiPro2FM creations along with warm milk. 9 hours later Pro2 yes in Indonesia! http://t.co/Y8...
neutral 	"RTTTI_Terbaru: ""Trending Indonesia: 08: 40 AM GMT"""
neutral 	"Most SMEs #Openfollow Tahan, BRI KUR Want Distributes Rp 21 T: Bank Rakyat Indonesia (BRI) ... http://t.co/VvZI0Tuk1r #teamfollowback"
negative 	"RT @earthquakeinfo: Earthquake - M 4.7 - 100km N of Bitung, Indonesia http://t.co/wFyL8yaSjt"
positive 	#HappyYesungDay trending topic no.1 in Indonesia last night.. yesung1106 Happy birthday 💐💐💐 wish you… https://t.co/gRaGe9q3JC
neutral 	"#Indonesia, # Kuala Lumpur, # malaysia, singapore #, # Havana, # cuba, is also the # Tourism, # beach, International # http://t.co/NCeqxuBnWk"
neutral 	jumpa kangen with bff #bff #kangen #keceriaan #friendship #paulaner #gi #jkt #indonesia https://t.co/gZ6XVZTW8n
negative 	"#SaveRupiah Rupiah is penetrating Rp. ...... 14,000 economists Warning for Indonesia !!!"
neutral 	jokowi president jg hrs wary pihak2 who take a chance with the worsening economic conditions such as happened in Bangkok #terorbom
negative 	Rieke Diah Pitaloka criticism Jokowi Problem Indonesian Foreign Workers: Member of Commission IX Rieke Diah Pitalo ... http://t.co/NIpGzUt4lu
neutral 	RT @ Pro2jay: Towards a few minutes longer ICU PROGRAM @ Pro2Jak. His guest starbismakarisma Stay Tune in PRO 2 Se-Indonesia. # BismaKarisma ...
neutral 	"sapa_indonesia titles jetty Maika ""Surviving At the end of the Pointe"" #sapajetty :)"
positive	HAPPY BIRTHDAY RCTI EVENTS MAY STILL BE NO.1 IN INDONESIA # day24 #TantanganMah via http://t.co/RTrEPS8jz4 http://t.co/PK4lTdGFKa
neutral 	Incidentally event was held by the Indonesian Facebook. One topic is good for science nyari money ... http://t.co/zC3IlP1kbB
neutral		6 Hotel with Most Beautiful Location in Indonesia. http://t.co/6CAUSJZiqc
positive	#Indonesia roll the 2nd ICSS in Jakarta with big number of supporters. Looking to action towards progress @aseanwatch http://t.co/LlZld3PAqu
neutral 	"RT @BEAUTIFULPlCS: Blue 'lava' of Kawah Ijen, #Indonesia. http://t.co/CwIQKAkLHk"
negative 	RTbanjarmasinpost: Not good! Hackers plot collapse ATM Customer Data in Indonesia http://t.co/VJG27JSnd5
positive 	"sapa_indonesia titles jetty Maika ""Surviving At the end of the Pointe"" #sapajetty :))"
neutral 	"Eee breakfast. RTsayafollow he's Indonesian artists who often sexy photos on Instagram, this picture ... http://t.co/tKEAV6aCQw"
neutral 	RT @kenmato: 【Team Indonesia】 Inclusion 【Youtaitevision 2015】 https://t.co/123js1lWQb via @YouTube - fyi they added an mp3 links with the r…
negative 	#KCA # VoteJKT48ID anisajablay: Artist Photo Sweet Adeline Rashia: set of photos Artis Sexy Adelia Rashia Beautiful Indonesia - Arena ... #memek ...
positive 	RTcorreoorinoco: Indonesia supports use of the Yuan in trade between Asean and http://t.co/1EA9yGwDsA #China
neutral 	RT @animekompi: The iDOLM@STER Cinderella Girls Season 2 Episode 19 [ Subtitle Indonesia ] Type: TV Series Episode: 19 Studio ... http://t.…
negative 	#KCA # VoteJKT48ID SalmaAngellina: Sweet Adeline Artist Photo #bispak Rashia: set of photos Artis Sexy Adelia Rashia Beautiful Indonesia - Arena ...
positive 	RTse_bdg: #WartaBDG Indonesia Wins One Gold in Olympic Geography http://t.co/MwRPd9QrPv
neutral 	"sapa_indonesia #sapajetty judlnya ballet ""rests on the end pointe"" airs. Indonesian traditional dances grounded. http://t.co/auyiuZDNuy"
neutral 	Head of the Indonesian National Police (Police Chief) General Badrodin Haiti issued a notice related material pan ... http://t.co/U83g8ovwHV
positive 	Thousands of Followers Twitter account Sell native Indonesia & amp; Instagram Followers added services. CP Fuel: 56C06065. infoiklanidiklansekarangiklanya
positive 	RTbismakarisma: Excitement morning to # BismaKarismaDiPro2FM creations along with warm milk. 9 hours later Pro2 yes in Indonesia! http://t.co/Y8...
positive 	RTKPK_RI: Public participation is needed in combating and prevention korupsi.Untuk Indonesia who clean of corruption! http: //t.c...
positive 	RTmasinusina: This CNN Indonesia TVOon gini contents of migrants. Hopefully journalism petty and songongnya ga ya adherents. Malu2in point.
negative	RT @DOTCPhilippines: Please follow @naia_miaa for advisories on cancelled flights to/from the Ninoy Aquino International Airport due to bad�
negative	1 in 4 children live in poverty in NC. #povertysucks #povertyisscary #fightpoverty #povertyawareness #communityaction
neutral		RT @sanaullahkhan05: #FalconPH #follow #USMNT #dontjudgeme #HAHN #BuyRumorsOniTunes #FueraCorreaFuera #Fallout4 http://t.co/MFQG9YXEbG
neutral		MrciaSoleLua RT sanaullahkhan05: #FalconPH #follow #USMNT #dontjudgeme #HAHN #BuyRumorsOniTunes #FueraCorreaFuera � http://t.co/rOpALdXq5X
negative	RT @dost_pagasa: Heavy Rainfall Warning No. 13-A #NCR_PRSD SW Monsoon enhanced by TY #FalconPH Issued at: 12:00 AM 10 July 2015 http://t.co�
positive	@nanwhaley join us in Troy for our Poverty Awareness Event with guest speaker MR TONY HALL! #povertyawareness #workingtogether
positive	Hey tweet fam follow @ WinGatchalian74 Education is strong resistance to poverty. -sherwin gatchalian good am http://t.co/KaTih8Ru3Q
neutral		RTallanklownz: Good thing there Aldub that makes and nagpapakilig us through hard times
negative	#ALDUBOurMissionisLove So COMMITMENT because, even in the face of difficulty, trial or disaster.
neutral		No reason anq poverty To isanq side anq mqapanq arap naten life :) :)
negative	Why did it come from -, - now I'm in difficulty.
positive	1sem left. Hahaha finished poverty
negative	annetipatikaaapingpongrodsPerpeTwee and forever she suffered poverty, plague society !!
positive	RTcutemochai: Testing whether or discomfort Persecution and sickness I was not discouraged That God has ordained me.
negative	REALLY? It was negative mind. Rather than take away the hardships in life, or whatever ... http://t.co/1DHRJYsGry
negative	RTBarbieeFansClub: A life with excitement does not survive in poverty. BarbieImperial AsAPPLEOnAOM
neutral		Several months suffer poverty Yna her. Until the final ba. Jusko! #PSYAkusasyon #PushAwardsKathNiels
neutral		RTlireshevi: a few months Yna endure his poverty. Until the final ba. Jusko! #PSYAkusasyon #PushAwardsKathNiels
neutral		They say rich like me because of my status, but they do not know the difficulties we have in life. http://t.co/VTC0aWIKqZ
neutral 	hahaha did not leadbbbbBLU Mac as far as I know! I mixing the answer to poverty?
neutral		RuriTylan RT: Many poor in the Philippines, grant Pastillas for economic and GV despite the difficulties. #PastillasdeAmor
negative	According to IPOPHIL claimed poverty the cause of forgery. #PekePinas
neutral		God is a God of mercy and justice, why are there people who lived in poverty? Should blame ... ht ...
negative	We renounce corruption, being greedy and selfish. Never move it but shame and misery. #BeRadical
neutral		The enjoyment of them, but you're suffering you run me. Hooker
neutral		Japan Japan poverty
positive	Manny Villar will end the difficulties
positive	The collaboration was in response to endless poverty #ALDubEBforLOVE
neutral		from "The Land of the Rising Sun" and the national poverty! JAPAN !!! haha ..
neutral		Poverty #ALDubEBforLOVE
positive	We learn our fight against poverty.
neutral		Invalid difficulty suppressing You reach for your dreams
negative	Not yet finished my fight. Not free our people. We are not free from difficulty.
positive	I love you babe , I love you too babe? ang sweet dba? pero yan bang I love you/too ,  niyo makaka-ahon sa kahirapan ?? Hoy Aral Muna!
neutral		Are not experiencing being called poverty.
neutral		RTABSCBN: VIDEO: Ehla, do not succumb to the difficulties of life for the family to be brought up in poverty. Watch scene ... http://t.co/O8T...
neutral		Binay: As mayor I first addressed is the difficulty in Makati. When I arrived in 1986, a crowd of hungry and unemployed #PHvote
positive 	VP Binay: I can tell our countrymen, already finished poverty, unemployment in Makati #PHvote
neutral		Binay says after his terms as mayor, "tapos na po ang kahirapan sa Makati." #PHvote
neutral		Masosolve that the difficulty of the Philippines. http://t.co/NxCsFtuHrm
negative	Nevermind that corrupt atleast developed the scope. Unlike so corrupt that when faced with perhaps the difficulty jurisdiction. #Binay
positive	RT @solar4fuelpoor: NEW Campaign incoming to highlight the benefits of Solar to those in need #Solar4FuelPoor #SaveourSolar #FuelPoverty ht�
neutral		Goodness Study of Qur'an http://t.co/TQnMoHb96B ??
neutral		We�ve got violence, poverty N social disaster,N human rights, including the right 2 life, 2 which no weight is given http://t.co/rdDX3TQcLt
neutral		#Indonesia Learning How Online Business and Online Marketing Tips in demand & amp; Earn extra #Penghasilan. click http://t.co/DFBeWm1DqV
positive	Sutset.... I love jogja, I love Indonesia #jogja #jogjaistimewa #indonesia #keeptraveling� https://t.co/t8XJFgvI3n
neutral		RT @ shanvincent1: It's difficult, but try ko'ng To pursue the national language as far as possible #ALDUBTheVoiceWithin Http ...
positive	I LOVE @Health4UandPets u guys r the best!! 
positive	im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!
positive	"@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. "
positive	"Being sick can be really cheap when it hurts too much to eat real food  Plus, your friends make you soup"
positive	@LovesBrooklyn2 he has that effect on everyone 
positive	@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!
positive	@r_keith_hill Thans for your response. Ihad already find this answer 
positive	"@KeepinUpWKris I am so jealous, hope you had a great time in vegas! how did you like the ACM's?! LOVE YOUR SHOW!! "
positive	"@tommcfly ah, congrats mr fletcher for finally joining twitter "
negative	@LutheranLucciol Make sure you DM me if you post a link to that video! &lt;LOL&gt;So I don't miss it   Better get permission and blessing first?
neutral		Just added tweetie to my new iPhone 
positive	@michellardi i really don't know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! )
positive	@nicolerichie: your picture is very sweet 
positive	"Catching Up on Emails, RSS and Random BACN. Then I'm cutting out early tonight (11:30PM) to have Dinner with @lauraw "
neutral		@LordPov Are you meant to add on the back of that &quot;twittering from a toilet cubicle somewhere&quot;? 
positive	Aw i'm holding my new puppy. Well He's not mine but He's a cutie. 
positive	@iJohn kitteh is sleepin on my crotch which proves she likes me more 
positive	@DramaBeats agreed 
positive	reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ
positive	@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview you're a famous super star 
positive	happy to spend time with the family. 
positive	finally going to bed!  so tired. Was gonna watch The Hills but didnt =/
positive	so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! 
positive	@deon upload di indowebster dong banggggg 
positive	@wisdomous you're welcome. glad you enjoyed it. 
neutral		@hawaii808shellz hAhAHA!! omG! we wer bOth laughiN off d hOOk!  cuz das hOW we roLLL...ryt sheLdawg?
positive	@SickWithThePen awww pookie feel better. I'll pray for you...and BAG the nurse up 
positive	YAY! found a new cuddle buddy 
positive	I think I met my first &quot;snob&quot; on twitter tonight. Too bad. Life goes on! 
positive	Across the Universe. Sleep. Rehearsal tomorrow. 
neutral		"@annabellee dry sweet potato, huh? "
positive	"@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!"
positive	having a long conversation with mom on phone 
neutral		@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? 
positive	Practicing lines/mannerisms/voices for upcoming feature shoot.  Probably driving Brock crazy.  
positive	Going to go and read new moon for the 3rd time  I cant get enough of twilight series 
positive	today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!
neutral		@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol
positive	loving life... and loving you 
positive	@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] 
positive	loves chocolate milk  and that is GF YEAH..
neutral		@paula_paige3489 so apart from the sore... how was the tryouts? 
positive	failed physics TEST... what a homo. keeen for the holidays (2 days to go) 
positive	"Just observed the update look of #Alexa website, http://tinyurl.com/c48gzf , looks great, seems Alexa is improving "
neutral		@leiabox so what can you tell us about it? I'm totally geeking out right now 
positive	"@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to "
positive	@Rebecca1158 goodnight. 
positive	My brother is sick too lol. Quite weird 
positive	@drdrew *gives a hug and a cookie* Hope you feel better! 
positive	@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs))
positive	"Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE "
positive	had a good tech meeting at clubZone - dinner was sushi 
neutral		@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! 
neutral		@its_anne Kay thanks. 
negative	@avstansfield omg i had a meltdown when he died/actually died in real life  av got the box sets!,,,
negative	"THIS TWITTER SHIT KAN EAT THE GUN NOW ....AN I DON'T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG ",,,
negative	"@thedinnerlady  I could never do that to one of my children, look what happened to Nina Zavaroni (sp) Brooke Shields and Drew Barrymore ",,,
neutral		Goodnight 
positive	I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? 
positive	"@beycah Good for you Becca, have a good sleep. "
neutral		@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me 
positive	@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now 
neutral		"@Lou911 Aww, thanks "
positive	Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh I'm kinda nervous yet excited...til tomorrow!
neutral		thinking and planning 
positive	"Good enough.. time to go sleep off whatever I can, be happier tomorrow ? here's Hopin.. go check my Fb. for what is in store for me now. "
neutral		"@missvic what do you mean, I do those things now and I'm OLD! "
neutral		@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843
neutral		@UrbanThai  and you have me to thank for that 
positive	"@PamFR Thanks Pam... glad you enjoyed it. Yes, life is short, it's *now*. No need to struggle... just make better choices every day. "
positive	"@JonathanRKnight hmm you have a lot to say tonight! That's great!  Of course, here I am up late reading it. haha"
positive	"@guykawasaki congrats on 100,000 followers. Wow almost 4 times of what I have "
neutral		@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! 
positive	@suitelifeofkell that's freakin' cooool   i love twitter .haha
positive	@I3renda maybe. there's nothing wrong with being caring. but try not to care too much. 
neutral		why does Brissa not even know she has a twitter? -Lauren 
positive	@jbrotherlove I thought it was a great love story 
positive	"@enbaldarlingg No, that's just the mirror you're looking in. "
positive	@amandahesser thanks!  i couldn't have done it without you  
positive	"wow that was neat, thanks God! OVERITNOW&lt;3  i apologize for sharing my spiritual moment with the general public of Twitter "
neutral		... 31 days until I leave for Ontario!! 
positive	Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! 
negative	@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser 
